ztf_object_id,ann=0_tns_cls,ann=1_tns_cls,ann=2_tns_cls,ann=3_tns_cls,ann=4_tns_cls,ann=5_tns_cls,ann=6_tns_cls,ann=7_tns_cls,ann=8_tns_cls,ann=9_tns_cls
ZTF18aceqrwz,None,None,None,SN II,SN Ia,None,None,SN Ia,None,None
ZTF18acervio,None,SN II,None,None,None,SN Ib,None,SN Ia-91T-like,None,None
ZTF18acetttq,None,None,None,None,None,None,SN Ia,None,None,None
ZTF18aceuqwp,None,None,None,None,None,None,None,None,None,None
ZTF18acevdkl,None,None,SN Ia,Nova,None,None,SN Ia,None,SN Ib,SN Ia
ZTF18aceyznh,None,None,None,None,None,None,None,None,None,SN Ia
ZTF18acfkghu,None,None,None,None,None,None,None,SN Ib,None,None
ZTF18acgipnc,None,None,SN Ia,None,None,None,None,None,SN Ic,SN Ia
ZTF18acgjcmb,None,None,SN Ia,None,None,SN Ic,None,SN Ia,None,None
ZTF18acgvlpv,None,None,None,None,None,None,None,None,None,None
ZTF18achoord,None,None,None,None,None,None,None,None,None,None
ZTF18acmwzay,None,None,SN Ia,None,None,None,None,None,None,SN Ia
ZTF18acmyjdf,None,None,None,None,None,None,None,None,SN Ia,None
ZTF18acmzhmp,None,None,None,SN II-pec,SN IIP,SN Ia,None,None,SN Ia,None
ZTF18acmzsvn,None,None,None,None,None,None,None,None,SN Ia,None
ZTF18acmzvqx,None,SN II,None,None,None,None,None,SN Ia,None,None
ZTF18acnbbvk,None,SN II,None,None,None,None,None,SN Ia,SN Ia,None
ZTF18acnbfuz,None,SN Ia-91T-like,SN Ia,SN II,SN Ia,None,SN Ia,None,None,None
ZTF18acnbgrj,None,SN Ia,SN Ia,None,None,None,None,SN Ia,None,SN Ia
ZTF18acnbpmd,None,None,SN II,SN II,None,SN Ia,None,None,None,SN Ia
ZTF18acnbqgo,None,None,None,SN Ia,SN Ia,None,None,SN Ia,SN Ia,None
ZTF18acnmquz,None,SN Ia,SN Ia,None,SLSN-II,None,SN Ia,SN Ia,None,None
ZTF18acnmqvh,SN Ib,SN Ia,SN Ia,None,SN II,None,None,SN Ia,None,None
ZTF18acnncve,SN IIn,SN Ia,None,None,None,None,None,SN Ia,None,None
ZTF18acnnfty,None,None,SN Ia,None,None,None,None,SN Ia,None,None
ZTF18acnnfup,None,None,None,SN Ia,None,SN II,None,None,SN Ia,SN Ia
ZTF18acnngyx,SN Ic-BL,None,SN Ia,None,None,None,None,None,None,None
ZTF18acpeekw,None,SN IIn,None,SN Ia,None,None,None,None,None,SN Ia
ZTF18acpeenk,SN II,None,None,None,None,SN Ia,None,None,None,SN Ia
ZTF18acploez,None,None,None,None,SN II,SN Ia,None,SN II,None,SN II
ZTF18acpphpi,None,SN Ia,None,None,SN Ia,None,None,None,SN II,None
ZTF18acppwaf,None,None,SN IIn,SN II,None,None,None,SN Ia,None,None
ZTF18acppxbf,None,None,SN Ia,None,None,SN Ia,None,None,SN Ia,None
ZTF18acppxfc,SN Ia,None,None,None,SN Ia,None,None,None,None,SN Ia
ZTF18acptgzz,None,None,None,None,None,None,None,SN Ia,None,None
ZTF18acqsrzq,None,None,None,None,None,SN II,None,SN Ia,SN Ia,SN II
ZTF18acqywlx,None,None,None,SN Ia,None,None,None,SN Ia,SN Ia,None
ZTF18acqzihm,None,SN II,None,None,None,SN Ia,None,None,None,None
ZTF18acrdtwo,None,None,None,None,None,None,None,None,None,None
ZTF18acrewey,None,None,None,None,None,None,None,None,None,None
ZTF18acrhbms,None,SN Ia,None,None,None,None,None,None,None,None
ZTF18acrhefh,None,None,None,SN Ia-91bg-like,SN Ia,None,SN Ia-91T-like,None,SN Ia,None
ZTF18acrhegn,None,None,None,SN Ia,SN II,None,None,None,None,None
ZTF18acrhezb,None,SN Ia,SN Ia,None,None,None,None,SN Ia,None,SN Ia
ZTF18acrhfbk,None,SN IIP,SN II,None,None,None,None,None,None,None
ZTF18acrhiia,None,None,None,None,SN Ia,None,None,None,None,SN II
ZTF18acrjydf,None,None,SN Ia,None,None,None,None,None,None,SN Ic
ZTF18acrngqg,None,None,SN Ia,SN II,None,SN Ia,None,None,None,SN Ia
ZTF18acrvldh,None,None,None,None,SN Ic,None,None,None,SN Ia,None
ZTF18acrwgfp,None,None,None,None,None,None,SN Ia-91bg-like,None,SN Ia,SN Ia
ZTF18acrxnme,None,None,None,None,None,None,SN IIn,None,None,SN Ia
ZTF18acrxpxb,None,None,None,SN Ia,None,None,None,None,None,None
ZTF18acrxszj,None,None,None,None,None,None,None,None,None,None
ZTF18acrxvsn,None,None,None,None,None,None,None,None,None,SN II
ZTF18acryjql,SN Ia-pec,None,SN Ia,SN Ia,None,None,None,SN Ia,None,SN II
ZTF18acslknd,SN Ia,None,None,None,None,None,None,None,None,None
ZTF18acsofdh,None,None,None,None,None,None,None,None,SN Ia,None
ZTF18acsogdg,SN Ia,None,None,None,None,None,SN Ia,None,None,None
ZTF18acsohut,None,None,None,None,None,None,None,None,None,None
ZTF18acsonov,None,None,None,None,None,None,None,None,None,None
ZTF18acsotqw,None,None,None,None,None,SN Ia,None,None,SN Ia,None
ZTF18acsouto,SN Ia,None,None,None,None,None,None,SN IIn,None,None
ZTF18acsovsw,None,SN IIn,None,None,SN II,SN Ia,None,None,SN Ia,SN Ia
ZTF18acsowfw,None,None,SN Ia-91T-like,SN II,None,None,SN Ia,None,SN Ia,None
ZTF18acsowmi,None,None,None,None,None,None,None,SN Ia-91T-like,None,None
ZTF18acsptko,SN Ia,None,None,None,None,None,None,None,None,None
ZTF18acsremz,None,SN Ia,None,SN Ia,None,None,None,SN Ia,None,SN Ia
ZTF18acsxjhc,None,None,None,SN Ia,None,None,None,None,None,SN Ia
ZTF18acsxssp,SN II,SN Ia,None,None,None,None,None,SN Ia,None,None
ZTF18acsyaye,None,None,None,None,SN Ia,None,None,SN II,None,SN Ia-91T-like
ZTF18acsyeum,None,None,None,SN Ia,None,SN Ia,None,None,None,SN Ia
ZTF18acsyhtl,SN II,None,None,SN II,None,SN Ia,None,None,None,None
ZTF18acszayr,None,None,None,SN Ib,SN IIn,None,SN II,SN II,SN II,SN Ia
ZTF18acszhbv,AGN,None,SN Ia,None,None,SN II,None,SN IIb,None,None
ZTF18actacxn,None,None,SN Ia,None,None,None,None,None,None,None
ZTF18actbhfe,SN Ia,None,SN Ia,SN Ia,None,None,None,SN Ia,None,None
ZTF18actbijp,None,None,None,SN II,SN II,None,SN Ia,None,None,SN II
ZTF18actuhrs,None,SN Ia,None,None,None,SN II,None,None,None,None
ZTF18actxlqb,None,None,None,None,None,None,None,None,SN II,SN II
ZTF18actxlzv,None,None,SN Ic-BL,None,None,SN Ia,None,None,None,None
ZTF18acuauqm,None,None,None,None,None,None,None,None,None,None
ZTF18acubbxv,None,None,None,SN Ia,None,None,None,None,None,SN Ia
ZTF18acueemg,None,None,SN II,SN II,None,None,SN Ia,None,SN Ib,None
ZTF18acuehzf,SN Ia,None,None,None,None,None,None,None,None,None
ZTF18acueutt,None,None,None,None,None,None,None,None,None,None
ZTF18acuimze,None,None,None,None,None,None,SN Ia,None,None,None
ZTF18acujsfl,None,None,None,None,None,None,SN Ia,None,None,None
ZTF18acuqyyn,None,None,None,None,None,None,None,None,SN Ia,None
ZTF18acurdnh,None,None,None,None,None,None,None,SN Ia,None,None
ZTF18acurklz,None,None,SN IIn,None,None,None,None,None,SN Ia,SN Ia
ZTF18acurkzx,None,None,SN Ia,SN Ia,SN Ia,None,SN IIn,None,None,None
ZTF18acurlbl,None,None,None,SN Ia,None,None,None,None,SN Ib,None
ZTF18acurljz,None,None,None,SN Ia,SN Ia,None,SN Ia,None,None,None
ZTF18acurmhj,None,None,None,None,None,None,SN Ia,None,None,None
ZTF18acuseuu,None,None,None,None,None,None,None,None,None,SN Ia
ZTF18acusuab,None,None,None,SN II,None,None,None,None,None,SN Ia
ZTF18acuypmo,None,None,SN Ia,None,SN Ia,SN Ia,None,SN II,None,None
ZTF18acvcadu,None,None,None,None,None,None,None,None,None,None
ZTF18acvcgtt,None,SN IIn,None,None,None,None,SN II,None,None,None
ZTF18acvdcyf,None,None,None,SN Ia,None,SN II,None,None,None,SN Ia
ZTF18acvddao,None,SN Ia,SN Ia,SN Ia,None,None,None,None,SN Ia,None
ZTF18acvdstg,SN IIn,None,SN Ia,None,None,None,None,None,SN Ia,None
ZTF18acvggdb,None,None,None,None,None,None,SN II,None,None,None
ZTF18acvgjqv,None,None,None,None,None,None,SN Ia,None,None,SN Ia
ZTF18acvgjve,None,None,None,None,None,None,SN Ia,None,None,SN II
ZTF18acvgkeu,None,None,None,None,None,None,SN I,None,None,SN Ia
ZTF18acvgkio,None,None,None,None,SN Ia,None,SN Ia,None,None,None
ZTF18acvgnft,None,None,None,None,None,SN IIn,SN Ia,None,None,None
ZTF18acvgtmn,None,None,None,None,None,None,None,None,None,None
ZTF18acvgugm,None,None,None,None,None,None,None,None,SN Ia,None
ZTF18acvgwbt,None,None,None,SN I,None,SN Ia,None,None,None,None
ZTF18acvhxik,None,None,SN II,None,SN Ia,SN Ia,None,None,SN Ia-pec,None
ZTF18acvivay,None,None,None,None,None,None,SN Ia,None,None,None
ZTF18acvvpov,None,None,None,None,None,None,None,None,None,None
ZTF18acvvtug,None,None,None,SN Ia,None,None,None,None,None,None
ZTF18acvvuhv,None,None,SN Ia,None,None,SN Ia,SN Ia,None,None,SN II
ZTF18acvvxzn,None,None,SN Ia,None,None,None,None,None,None,None
ZTF18acvwcgq,None,None,SN Ia,SN Ia,SN Ia,None,None,SN Ia,SN Ia,None
ZTF18acvwcky,None,None,None,None,None,None,None,SN Ia,SN Ia,None
ZTF18acvwcmd,None,None,None,None,None,SN Ia,None,None,None,SN Ia
ZTF18acvwgdu,None,None,None,None,None,None,None,None,None,None
ZTF18acwepxb,None,None,IDXERROR,None,None,None,None,None,None,SN Ic
ZTF18acwwkpy,None,None,None,None,None,None,SN Ia,None,None,None
ZTF18acwwkyu,None,SN Ia,None,None,None,None,SN Ia,None,SN Ia,None
ZTF18acwwods,None,None,None,SN Ia,None,None,None,None,SN Ia,SN Iax[02cx-like]
ZTF18acwyaws,None,SN Ia,None,SN IIP,None,None,None,None,SN Ia,None
ZTF18acwyysn,SN IIn,None,None,None,None,None,SN Ia,None,SN Ia,SN II
ZTF18acwyzzl,None,None,None,None,None,None,None,None,None,None
ZTF18acwzyor,None,None,SN Ia,None,SN II,None,None,None,SN Ia-91T-like,None
ZTF18acxbexw,None,None,None,None,None,None,None,None,None,None
ZTF18acxcgif,None,None,SN Ia,None,None,None,None,None,None,None
ZTF18acxcjut,None,None,None,None,None,SN Ia,None,None,SN Ia,None
ZTF18acxexkz,None,None,None,None,None,None,None,None,SN Ic,None
ZTF18acxexyu,None,SN Ia,SN Ia,SN Ia,SN Ia,None,None,SN Ia,None,None
ZTF18acxhnxa,None,None,None,None,None,None,None,None,None,None
ZTF18acxhvzb,None,None,None,None,None,None,SN Ia,None,SN Ia,SN II
ZTF18acxzrqw,None,None,None,SN II,None,None,None,SN Ia,SN Ia-91T-like,SN Ia
ZTF18acyblss,None,None,None,None,None,SN II,None,None,None,SN Ia
ZTF18acycwvv,None,None,None,None,SN Ia,None,None,None,SN Ia,SN Ia
ZTF18acyhrdi,None,None,None,None,None,None,None,None,None,None
ZTF18acyulfk,None,None,None,SN II,None,SN II,None,None,None,None
ZTF18acyxock,None,SN Ia,None,None,None,None,None,None,None,None
ZTF18acyxprn,None,TDE,None,SN Ia,None,None,SN IIn,None,None,None
ZTF18acyyefr,None,None,SN Ia-pec,None,None,None,None,SN II,SN Ia,SN Ia
ZTF18aczcsmg,None,SN IIn,None,None,None,None,None,SN Ia,None,None
ZTF18aczczav,None,None,SLSN-II,None,None,None,None,None,None,None
ZTF18aczdpan,None,None,None,None,SN II,None,None,None,None,None
ZTF18aczdtac,None,None,None,None,None,None,None,None,None,None
ZTF18aczeplb,None,None,SN IIn,None,None,None,SN Ia,None,None,None
ZTF18aczeqva,None,None,None,None,SN Ia,SN Ia,None,SN Ia,SN Ia,None
ZTF18aczeral,None,SN Ia,None,None,None,None,SN Ia,None,None,SN Ia
ZTF18aczerao,None,None,None,None,None,SN II,None,SN Ia,None,None
ZTF18aczeraq,None,SN Ia,None,None,None,SN Ia,None,None,SN Ia,None
ZTF18aczeraw,None,None,None,None,None,None,SN Ia,None,None,None
ZTF18aczerfw,None,None,None,None,None,None,None,None,None,None
ZTF18aczergf,None,None,SN Ia,SN Ia,None,None,None,SN Ia,None,None
ZTF18aczergr,None,None,None,None,None,None,None,None,SN II,None
ZTF18aczerpr,None,None,SN Ia,SN Ia,SN Ia,None,None,None,None,SN Ia
ZTF18aczevei,None,None,None,None,None,SN Ia,None,None,None,SN Ia
ZTF18aczonqb,None,None,None,None,SN Ia,None,SN Ia,SN Ia,SN Ia,None
ZTF18aczvdal,None,SN Ia,None,None,None,None,None,None,None,None
ZTF18adacgwf,None,None,None,None,None,None,None,None,None,SN II
ZTF18adacosi,None,None,None,None,SN Ia,None,None,None,None,SN II
ZTF18adailqf,None,None,None,None,None,None,None,None,None,None
ZTF18adaimlf,None,None,None,None,SN Ic,None,SN Ia,SN Ia,None,None
ZTF18adainmx,None,None,SN Ia,None,None,SN IIn,None,None,None,SN Ia
ZTF18adaiunt,None,None,SN Ia,None,None,None,None,SN IIn,None,None
ZTF18adaknbe,None,SLSN-I,None,None,None,None,SN Ia,None,None,SN Ia
ZTF18adakwzc,None,None,None,None,None,SN Ia,None,SN II,None,SN Ia
ZTF18adaldfm,None,SN Ia,None,SN Ia,None,None,None,SN Ia,SN Ia,SN Ia
ZTF18adaldgc,None,SN Ia,None,None,None,None,SN Ia,None,None,None
ZTF18adalgta,None,None,None,None,None,None,SN Ia-91T-like,None,None,None
ZTF18adaliyg,None,None,None,None,None,None,None,None,SN Ibn,None
ZTF18adarvpj,None,SN Ia,SN Ia-pec,None,None,None,None,None,None,SN Ia
ZTF18adaysnz,None,None,None,None,None,None,SN Ia,None,None,None
ZTF18adayszd,None,None,None,SN II,None,SN Ia,None,None,SN Ia,SN Ia
ZTF18adazigr,None,SN IIP,None,None,None,None,None,None,None,None
ZTF18adazjbg,None,None,None,None,None,None,None,None,SN Ia,None
ZTF18adazyqe,None,None,None,None,SN Ia,None,None,None,None,SN II
ZTF18adbabqv,None,None,SN Ia,None,None,None,None,None,None,SN Ia
ZTF18adbabsh,None,None,None,None,None,None,SN II,None,SN Ia,None
ZTF18adbabsv,None,None,None,SN II,None,SN Ia,SN Ia,SN Ia,None,None
ZTF18adbacbh,SN II,None,None,None,None,SN Ia,None,None,None,SN Ia
ZTF18adbacli,None,None,None,None,None,None,None,None,None,None
ZTF18adbadic,None,None,None,None,SN II,SN Ia,None,None,None,None
ZTF18adbadrj,None,None,None,None,SN Ia,SN Ia,None,None,SN Ia,None
ZTF18adbcjin,None,SN Ia,None,SN Ia,SN Ia,None,None,SN Ia,SN Ia,SN Ia
ZTF18adbcjlv,None,None,None,None,None,None,None,SN Ia,SN II,None
ZTF18adbclta,None,None,SN Ia,None,None,None,None,None,None,None
ZTF18adbdcof,None,None,SN Ia,None,SN Ia,SN Ia,None,None,None,None
ZTF18adbdhni,None,SLSN-I,None,None,SN Ic-BL,SN Ia,None,None,None,None
ZTF18adbgskr,None,SN Ia,None,None,None,SN Ia,None,None,None,SN Ia-pec
ZTF18adbhgwx,None,None,None,None,None,SN Ic,None,None,None,None
ZTF18adbhlet,None,None,None,None,None,None,None,None,SN II,SN Ia
ZTF18adbhlyb,None,None,None,None,None,SN Ia,None,None,SN Ia,None
ZTF18adbhoqv,None,None,SN Ia,None,None,SN Ic,None,None,None,SN Ia
ZTF18adbhsjc,None,None,None,SN II,SN Ia,SN Ia,None,None,SN Ia,None
ZTF18adbibui,None,None,None,None,SN Ia,None,None,SN Ia,SN Ia,None
ZTF18adbifqw,None,SN II,None,None,None,None,None,None,None,None
ZTF18adbiftk,None,None,None,SN Ia,SN Ia,None,SN II,None,None,None
ZTF18adbiiha,None,None,None,None,None,None,None,None,None,None
ZTF18adbilfv,None,None,None,None,None,None,None,None,None,None
ZTF18adbzbrk,None,None,None,None,None,SN Ia-91T-like,None,SN Ia,None,None
ZTF18adcagrn,None,None,None,None,None,None,None,None,None,None
ZTF18adcawvn,None,None,SN Ia,None,SN Ia,None,None,SN Ia,None,None
ZTF18adcbalb,None,None,SN II,SN II,None,None,None,None,None,None
ZTF18adcbgey,None,None,None,None,None,None,None,None,None,None
ZTF18adcbytv,None,None,None,SN Ia,None,SN Ia-91T-like,None,None,None,None
ZTF19aaaakrn,None,None,IDXERROR,None,None,None,None,None,None,None
ZTF19aaaalkb,None,None,SN Ia,None,None,None,None,None,None,None
ZTF19aaaanyo,None,SN Ib,None,None,None,None,None,AGN,None,None
ZTF19aaaaxeu,None,None,None,None,None,None,SN Ia,SN Ia,SN Ia,None
ZTF19aaablrx,None,None,None,None,None,SN Ia,SN Ia,None,SN Ia,None
ZTF19aaadspo,None,SN Ia,None,None,SN Ia,None,None,None,None,None
ZTF19aaadwfd,None,SN II,None,None,None,SN Ia,None,None,None,None
ZTF19aaadwlg,None,None,None,SN Ia,SN Ia,None,None,None,None,SN Ia
ZTF19aaaerbn,None,None,SN Ia,None,None,None,SN Ib,None,SN IIb,None
ZTF19aaaerqj,None,None,None,None,None,None,None,None,SN Ia,None
ZTF19aaafekv,None,SN Ia,SN IIn,None,None,SN Ia,None,None,None,None
ZTF19aaaffso,None,None,None,SN II,None,None,SLSN-I,None,None,None
ZTF19aaafgdr,None,None,SN Ia,None,SN Ia,None,SN Ia,None,None,None
ZTF19aaafhbf,SN Ia-91bg-like,None,None,None,None,SN Iax[02cx-like],None,SN Ia,None,None
ZTF19aaafhyc,None,None,None,None,None,None,None,SN II,SN Ia,None
ZTF19aaafica,None,None,None,None,None,None,None,None,SN II,None
ZTF19aaafldf,None,None,AGN,None,None,SN Ia,None,None,SN I,None
ZTF19aaagbew,None,None,None,None,SN Ia,None,SN Ia,None,None,SN Ia
ZTF19aaahfbu,None,None,SN Ia,None,None,SN Ia,None,None,None,None
ZTF19aaahlqj,None,None,SN Ia,None,None,None,None,None,None,None
ZTF19aaahtof,None,None,None,None,None,None,None,None,SN IIn,None
ZTF19aaaibty,None,None,SN Ia,None,SN Ia,SN Ia,None,None,SN Ia,SN Ia
ZTF19aaaicak,None,None,None,TDE,None,SN Ia,None,None,None,None
ZTF19aaajbmv,None,SN Ia,None,None,None,None,SN Ia,None,None,None
ZTF19aaajcbb,None,None,None,SN Ia,None,None,SN Ib/c,None,None,None
ZTF19aaaoguz,None,None,None,None,None,None,SN Ia,None,None,None
ZTF19aaaojky,None,SN Ia,None,None,None,None,None,SN II,None,None
ZTF19aaaomuf,None,None,None,SN Ia,None,SN Ia,None,None,SN Ia,None
ZTF19aaapbvw,None,None,None,SN Ia,None,SN Ia-pec,None,None,SN Ia,None
ZTF19aaapfde,None,SN IIn,None,SN Ia,None,SN Ia,None,None,SN Ia,None
ZTF19aaapfmx,None,SN Ibn,None,None,SN Ia,SN Ia,None,None,SN II,None
ZTF19aaapgsy,None,None,None,None,SN Ia,SN Ic,None,None,None,None
ZTF19aaaphmi,None,None,None,None,None,None,None,None,None,AGN
ZTF19aaapjio,None,None,SN I,None,None,None,None,SN Ia,None,None
ZTF19aaapjrf,None,SN Ia,None,None,None,None,SN Ia,SN II,None,None
ZTF19aaapkgk,None,SN Ia,None,None,SN Ia,None,SN Ia,None,SN Ia,None
ZTF19aaaplhe,None,None,SN Ia,None,None,None,None,None,None,None
ZTF19aaaplnk,None,None,None,None,None,None,None,None,None,None
ZTF19aaapmsa,None,None,SN II,None,None,None,None,None,None,None
ZTF19aabhdko,None,None,None,SN II,None,None,None,None,SN Ia-pec,None
ZTF19aabhfdi,None,None,None,None,SN Ia,None,None,None,None,None
ZTF19aabhqcn,None,SN IIn,SN IIn,None,None,None,None,SN Ia,None,None
ZTF19aabhrfx,None,SN II,None,None,None,None,None,None,SN Ia,SN Ia
ZTF19aabkczt,SN Ia,None,None,None,None,None,None,None,SN II,None
ZTF19aabmeoy,None,None,None,None,None,SN IIn,None,None,None,None
ZTF19aabmybj,None,None,SN Ia,SN Ia,None,SN Ia-CSM,None,SN Ia-91T-like,None,None
ZTF19aabyhwy,None,AGN,SN Ia,None,SN Ia,SN Ia,None,SN Ia,None,None
ZTF19aabynxp,None,None,None,None,None,None,None,SN II,SN Ia,None
ZTF19aabyorx,None,None,None,SN Ia,SN Ia,SN Ia,None,SN Ia,None,SN Ia
ZTF19aabypdm,None,None,None,None,SN Ia-91T-like,None,None,None,SN Ia,SN Ic-BL
ZTF19aabypir,None,SN Ia,SN Ia,SN Ia-91T-like,None,SN IIb,None,SN Ia,SN Ia,SN Ia
ZTF19aabyqsw,None,None,SN Ia,None,None,None,None,None,None,None
ZTF19aabyuzq,None,SN Ia,SN Ia,None,SN IIn,SN Ia,None,None,None,None
ZTF19aabyvbf,None,None,None,None,None,None,SN Ia,None,None,None
ZTF19aabyvgk,None,None,None,SN Ia,None,SN II,None,None,SN Ia,None
ZTF19aabyvwv,None,None,None,None,SN Ia,None,None,None,SN Ia,None
ZTF19aabyyhr,None,SN II,None,SN Ia,None,SN Ia,None,SN Ia,None,None
ZTF19aachjep,None,None,None,None,SN Ic-BL,None,None,None,SN Ia,None
ZTF19aaciohh,None,None,None,None,None,None,SN II,SN Ia,SLSN-II,SN Ia
ZTF19aaciqsz,None,None,None,None,None,None,SN Ia,None,SN Ia,None
ZTF19aacirez,None,None,None,None,SN Ic,SN IIn,None,None,None,None
ZTF19aacjhta,None,None,None,None,None,None,None,None,None,None
ZTF19aacwjfb,None,None,None,None,None,None,None,None,None,None
ZTF19aacwqjs,None,None,None,None,SN Ia,None,None,SN Ia,None,SLSN-II
ZTF19aacwzuy,None,None,SN Ia,None,None,SN Ia,None,SN Ia,None,None
ZTF19aacxvyw,None,None,None,None,None,None,SN Ia,None,None,SN II
ZTF19aacxwfb,None,None,None,None,SN II,None,None,TDE,SN Ib,None
ZTF19aadavqz,None,None,SN Ia,None,None,None,SN II,None,None,SN Ic
ZTF19aademoc,None,None,None,None,None,None,None,AGN,None,None
ZTF19aadfqfw,None,None,SN Ia,None,None,None,None,None,None,None
ZTF19aadfrxu,None,AGN,None,None,None,None,None,TDE,SN Ia,None
ZTF19aadftkd,None,None,None,None,SN Ia,SN II,None,None,None,None
ZTF19aadgffh,None,None,SN Ia,SN IIn,None,SN II,None,None,SN Ia,None
ZTF19aadghpt,None,None,SN Ia,None,None,None,None,None,None,None
ZTF19aadgily,None,None,None,SN II,None,None,None,SN Ia,None,SN Ia
ZTF19aadgvmn,None,None,None,None,None,None,None,None,SN Ia,None
ZTF19aadnvyd,None,None,None,None,SN Ia,None,SN Ia,None,None,SN Ia-91T-like
ZTF19aadodym,SN IIn,None,None,None,None,None,None,SN II,None,None
ZTF19aadoevn,None,SN II,None,None,None,None,None,None,None,None
ZTF19aadoota,None,SN Ia,None,None,None,SN Ia,None,None,None,None
ZTF19aadooyc,None,None,SN Ia,None,None,SN Ic,None,None,SN Ia,SN Ia
ZTF19aadpidh,None,None,SN Ia,SN Ia,None,SN II,None,None,SN Ia,None
ZTF19aaedudt,None,None,None,None,None,None,None,None,None,SN Ia
ZTF19aaedvmv,SN II,None,None,None,None,None,None,None,None,SN Ia
ZTF19aaeotin,None,None,SN Ia,None,None,SN Ia,None,None,None,None
ZTF19aaeuhgo,None,None,SN II,SN II,None,None,None,SN Ia,None,None
ZTF19aaeypfr,None,None,SN Ia,None,None,None,None,None,None,None
ZTF19aafllhf,None,None,None,None,None,None,None,SN Ia,None,None
ZTF19aaflsla,None,None,SN Ia,None,None,None,None,TDE,None,AGN
ZTF19aafmoql,SN Ic,None,None,SN Ia,SN Ia,None,None,None,None,SN Ia
ZTF19aafmtlp,None,None,None,None,None,None,None,None,None,None
ZTF19aafmyow,None,None,SLSN-II,None,TDE,SN Ic,None,None,None,SN Ia
ZTF19aafncke,None,SN II,None,SN II,None,None,None,None,None,SN Ia
ZTF19aagvzfy,None,None,None,None,None,None,SN Ia,None,None,None
ZTF19aaingkb,None,None,None,None,None,None,None,AGN,None,None
ZTF19aaiodet,None,None,None,None,None,None,None,SN IIn,None,None
ZTF19aaioijk,None,None,None,None,None,SN II,None,None,None,SN Ia
ZTF19aaippyv,None,None,None,None,None,None,None,SN Ia-CSM,None,SN Ia
ZTF19aaiqaly,None,SN Ia,None,None,None,None,SN Ia,SN II,None,SN II
ZTF19aajwlap,None,None,None,SN II,None,None,None,SN II,None,None
ZTF19aakkuqf,None,None,None,None,None,None,None,None,None,None
ZTF19aakxogv,None,None,None,None,SN Ia,None,SN Ia,None,None,None
ZTF19aalawwx,None,None,None,None,None,None,None,None,None,None
ZTF19aalbikk,None,None,None,SN II,SN Ia,SN Ia,SN Ia,None,None,None
ZTF19aalfali,None,None,SN Ia,None,None,None,None,None,SN IIn,None
ZTF19aaluacc,None,None,None,SN Ia,None,SN Ia,None,None,SN II,None
ZTF19aalxmib,SN Ia,None,None,None,None,None,None,SN Ia,None,None
ZTF19aamcveq,None,None,None,None,None,None,None,None,SN I,None
ZTF19aamdmcs,None,None,SN Ia,None,SN II,SN Ia,None,SN Ia,None,None
ZTF19aamgcve,None,None,None,None,None,None,None,None,None,None
ZTF19aamhdyk,None,None,SN Ia,SN IIb,None,SN Ic,None,None,None,None
ZTF19aamnufx,None,None,None,SN Ia,None,None,None,SN Ia,None,SN Ia
ZTF19aamoiui,None,None,SN Ia,SN Ia,SN Ia,SN Ia,None,None,None,None
ZTF19aamqzhp,None,None,None,None,None,None,None,None,None,None
ZTF19aamvavd,None,None,None,None,None,None,None,None,None,None
ZTF19aaneqgb,None,None,None,None,SN II,SN II,AGN,SN Ia,SN Ia,None
ZTF19aangdmi,None,SN IIn,None,None,None,None,None,None,SN Ia,None
ZTF19aanglav,None,None,None,None,None,None,None,None,None,None
ZTF19aanjvpc,None,None,None,None,None,None,None,None,None,None
ZTF19aanncuc,None,None,None,SN Ia,None,None,None,None,None,None
ZTF19aansypp,None,SN Ia,SN Ia,SN Ia,None,None,None,None,None,None
ZTF19aanxblt,None,None,SN II,None,None,None,None,None,None,None
ZTF19aaobvhz,None,None,None,None,None,None,SN Ia,None,None,SN Ia
ZTF19aaohxwd,None,None,SN Ia,None,None,None,None,None,None,SN II
ZTF19aaojhii,None,None,None,None,None,None,None,None,None,None
ZTF19aaoloxb,None,None,None,None,None,None,SN Ia,None,SN Ia,SN Ia
ZTF19aaomlcb,None,SN Ic,None,None,None,None,None,SN II,SN Ia,None
ZTF19aaopqig,None,None,None,None,TDE,None,SN Ia,None,None,SN I
ZTF19aaoprhs,None,None,None,None,None,None,None,None,None,None
ZTF19aapagsn,None,None,None,None,None,None,None,SN Ia,None,None
ZTF19aapfajh,None,None,None,None,None,None,None,None,None,SN Ia
ZTF19aapfqmt,None,None,SN IIn,None,None,None,None,None,None,None
ZTF19aapgauf,None,None,SN IIn,None,None,None,None,None,None,None
ZTF19aapswkx,None,None,None,None,None,SN Ia,None,None,None,None
ZTF19aaqrlmz,None,SN Ia,None,None,None,None,None,None,None,None
ZTF19aarjspm,None,None,None,None,None,None,None,None,SN Ic,None
ZTF19aaruxqx,None,SN Ia,None,SN Ia-91T-like,None,None,None,SN Ia,SN Ia,SN IIn
ZTF19aarzfoz,None,SN II,SN Ia,SN Ia,None,None,None,None,SN Ia-91T-like,None
ZTF19aasbphu,None,None,None,SN Ia-91bg-like,None,SN II,None,None,None,SLSN-II
ZTF19aasbznl,None,None,None,None,None,None,None,SN Ia,None,None
