ztf_object_id,ann=0_tns_cls,ann=1_tns_cls,ann=2_tns_cls,ann=3_tns_cls,ann=4_tns_cls,ann=5_tns_cls,ann=6_tns_cls,ann=7_tns_cls,ann=8_tns_cls,ann=9_tns_cls
ZTF21aaxxjen,None,None,None,None,SN Ia,None,None,None,SN Ia,None
ZTF21aaxxmvs,None,None,None,SN Ia,SN Ia,None,SN Ia,None,None,None
ZTF21aaxxnbo,None,None,SN Ia,None,None,None,SN Ia,None,None,None
ZTF21aaxxoei,None,SN Ia,None,None,SN Ia,None,SN Ia,SN Ia,None,None
ZTF21aaxxyha,SN Ia,None,None,SN Ia,None,None,None,None,None,None
ZTF21aaxyaad,None,None,None,None,None,None,None,SN Ia,None,None
ZTF21aaxybac,None,None,None,SN II,None,None,None,None,None,SN Ia
ZTF21aaxydav,None,None,SN Ia,None,None,None,None,None,None,None
ZTF21aaxyecd,None,None,None,None,None,None,SN II,SN Ia,None,SN Ia-CSM
ZTF21aaxyecj,SN Ia,None,None,None,SN Ib/c,None,None,None,None,None
ZTF21aaxyfdg,None,None,SN Ia,SN II,None,None,SN Ia,None,SN II,None
ZTF21aaxyglu,SN Ia,SN Ia,None,SN Ia,None,None,SN Ic-BL,None,None,SN Ia
ZTF21aaxykgp,SN Ia,SN Ia,None,None,SN Ia,None,None,None,SN Ia,None
ZTF21aaxylga,SN Ib,None,None,SN Ia,None,SN Ia-91T-like,None,SN Ia,None,None
ZTF21aaxyyaq,None,None,None,SN Ia,None,Other,None,SN Ia,None,SN IIb
ZTF21aaxzbrn,None,SN Ia,SN II,None,None,None,None,SN Ia,None,SN Ia
ZTF21aaydbtk,None,None,None,None,None,None,None,None,None,None
ZTF21aayddkn,None,None,None,None,None,None,None,None,None,None
ZTF21aayddvb,None,None,SN Ia,None,SN IIb,SN II,None,SN Ia,None,None
ZTF21aaydlhz,None,None,None,SN Ia-91T-like,None,None,None,None,None,None
ZTF21aaydlkk,None,None,None,None,SN Ia,None,None,None,None,None
ZTF21aaydomp,SN IIn,None,None,None,None,None,SN Ia,None,SN IIn,None
ZTF21aaydsfe,None,None,SN Ia,SN Ia,None,None,SN Ia,None,None,None
ZTF21aaydulk,None,SN Ia,None,None,None,None,None,None,None,None
ZTF21aaydumh,None,None,None,SN Ia,None,None,None,None,SN Ia-91T-like,None
ZTF21aaydxoo,None,SN Ia,None,SN Ia,None,None,None,SN Ic,SN II,SN Ia
ZTF21aaydzcm,None,None,SN Ia,None,None,SN Ia,None,None,TDE,None
ZTF21aayebgc,SN IIb,None,None,None,SN IIn,None,None,None,None,None
ZTF21aayebkx,None,None,None,None,SN II,None,None,None,SN Ia,None
ZTF21aayfbwv,None,None,SN II,SN Ia,None,None,None,SN Ia,None,None
ZTF21aayfder,None,None,None,None,None,SN Ib-pec,None,None,None,None
ZTF21aayfiim,None,None,None,None,None,None,None,None,None,None
ZTF21aayfnjz,SN Ic,None,None,None,SN Ia,None,SN II,SN Ia,None,None
ZTF21aayfrjs,None,SN II,None,SN Ia,None,None,None,None,SN Ia,None
ZTF21aayfruq,None,None,None,None,None,None,None,None,None,None
ZTF21aaygcnm,None,None,None,None,SN Ia,None,None,None,None,None
ZTF21aaygefv,None,None,None,None,SN Ia,None,None,SN Ia,None,None
ZTF21aaygqkb,SN Ia,None,None,None,SN Ia,None,None,None,None,SN Ia
ZTF21aaylydx,None,None,None,None,None,None,None,SN Ia,None,SN Ia
ZTF21aaymqdv,None,None,None,None,None,None,None,None,None,None
ZTF21aaymuyw,None,SN,None,SN Ia,None,None,None,None,SN Ia,SN Ia
ZTF21aaymysx,None,SN Ia,None,None,None,None,None,None,None,None
ZTF21aaynlsf,None,None,None,None,SN Ia,None,None,None,None,None
ZTF21aaynlvs,None,None,None,None,None,None,None,SN Ia,SN II,None
ZTF21aaynohd,None,None,None,None,None,None,None,None,SN Ia,None
ZTF21aaynopr,SN Ia,None,None,SN Ia,None,None,None,SN Ia,None,SN Ia
ZTF21aaynorj,None,SN Ia,SN Ia,None,None,None,SN Ic-BL,None,None,None
ZTF21aayoneu,None,None,None,SN Ia,None,SN Ia,None,None,None,None
ZTF21aayooxv,SN Ib,SN Ia,None,None,SN Ia,None,SN Ia,None,None,Nova
ZTF21aaypsco,SN Ia,None,None,None,None,SN Ia,None,SN Ia,SN Ia,None
ZTF21aayqdwk,None,None,None,None,None,None,None,None,None,SN Ia
ZTF21aayqehn,SN Ia,None,None,None,SN II,None,SN Ia,None,None,None
ZTF21aayqgxd,None,None,None,SN Ia,SN Ia,SLSN-II,None,None,None,None
ZTF21aayqrgx,None,SN Ia,None,None,None,None,None,SN Ia,None,None
ZTF21aayqycm,None,None,None,Nova,None,SN Ia,None,None,SN II,None
ZTF21aayramw,None,None,None,None,None,None,None,None,None,None
ZTF21aayrbnn,None,None,None,None,None,SN Ia,SN II,None,None,None
ZTF21aayrfls,None,None,None,None,None,None,None,None,SN I,SN Ia
ZTF21aayrfpv,None,None,None,None,SN Ia,None,None,None,SN Ia,None
ZTF21aayrkfv,SN Ia,None,None,None,None,None,None,SN Ic-BL,None,None
ZTF21aayrnqc,None,None,None,None,None,SN Ia,None,None,SN Ia,None
ZTF21aayrnqt,None,None,SN Ia,None,None,None,None,None,None,None
ZTF21aayrnrf,None,SN Ia,None,None,None,None,None,None,None,None
ZTF21aayrnzw,None,None,None,None,SN Ia,SN Ia,SN II,None,None,None
ZTF21aayysgs,None,None,None,SN Ia,None,None,SN II,None,None,SN Ibn
ZTF21aayytiz,None,None,SN Ia,None,None,None,SN Ia,None,None,SN Ic
ZTF21aayywal,None,SN Ia,None,None,None,SN Ia,None,SN II,SN Ia,None
ZTF21aayzjne,SN Ia,None,SN Ia,SN Ia,None,None,None,None,None,SN Ia
ZTF21aayznvi,None,None,SN Ia,SN Ia,None,None,None,None,None,SN Ia
ZTF21aayzoyi,None,None,None,None,None,SN Ia,None,SN Ia,SN II,SN II
ZTF21aayztoh,SN Ia,None,None,None,None,SN Ia,None,None,None,None
ZTF21aayzumv,None,None,None,None,None,None,SN Ia,None,SN Ia-91T-like,SN Ia
ZTF21aazazvw,None,SN IIn,SN Ia,None,None,None,None,SN Ia,None,None
ZTF21aazbmnd,SN Ia,None,None,SN Ia,SLSN-I,None,None,None,None,None
ZTF21aazcfrm,None,None,None,None,None,None,SN Ia,None,None,SN Ia
ZTF21aazcjbh,None,SN Ia,None,None,None,None,None,None,None,SN Ia
ZTF21aazcwiz,None,SN Ia,None,SN II,None,None,None,None,None,SN Ia
ZTF21aazcxdd,None,None,None,None,None,None,None,None,None,None
ZTF21aazebgh,None,None,SN Ia,None,None,None,None,None,None,None
ZTF21aazefcw,SN IIn,None,None,None,None,None,None,SN Ic,SN IIn,None
ZTF21aazeirl,None,None,None,None,None,None,None,SN Ia,None,SN Ia
ZTF21aazenvp,SN II,None,None,SN Ia,None,SN Ia,None,CV,None,SN Ia
ZTF21aazeruf,None,None,SN Ia,None,None,None,None,None,SN Ia,None
ZTF21aazfmtb,None,None,SN Ia,None,SN Ic-BL,SN IIb,None,None,None,None
ZTF21aazgkjf,None,None,None,None,None,None,None,None,None,None
ZTF21aazhcvg,None,None,None,None,None,None,None,None,None,None
ZTF21aazhegf,None,None,SN Ib,SN Ia,SN Ia,None,None,None,None,None
ZTF21aazhgbq,None,SN Ia,None,None,None,None,TDE,SN Ia,None,None
ZTF21aazhivg,None,None,None,None,None,None,None,None,None,SN Ia
ZTF21aazhmjt,None,SN Ia,None,None,None,SN Ia,None,SN Ib,None,None
ZTF21aazhmta,SN Ia,None,None,None,None,SN Ia,SN Ia,None,None,None
ZTF21aazhuxa,None,None,None,None,SN IIb,None,None,None,None,None
ZTF21aazhvdk,None,SN Ia,None,SN Ia,SN Ia,CV,None,None,None,SN Ia
ZTF21aazibqb,None,None,SN II,None,None,None,None,None,None,SN II
ZTF21aazicln,None,None,None,None,None,None,None,SN Ia,None,None
ZTF21aazieut,None,None,SN Ia,None,SN Ia,None,SN Ic,None,None,None
ZTF21aazixkh,None,None,SN Ia,None,None,SN Ia,None,SN Ia,None,None
ZTF21aazkfmr,None,None,None,SN II,None,None,SN Ia,None,None,None
ZTF21aazkmbv,SN Ia,None,None,None,None,None,None,None,None,None
ZTF21aazlakx,None,SN Ia,None,None,None,None,None,SN Ia,None,SN Ia
ZTF21aazlamf,None,SN Ia,None,None,None,None,None,None,None,None
ZTF21aazlqij,None,IDXERROR,None,None,None,IDXERROR,None,None,None,None
ZTF21aazlujl,None,None,None,None,None,None,SN Ia,None,SN Ia,None
ZTF21aazlxiw,None,None,None,None,None,None,None,SN Ia,None,None
ZTF21aazmswd,SN II,SN II,SN Ia,SLSN-I,None,None,None,SN Ia,None,None
ZTF21aaznwhv,None,None,None,None,SN Ia,None,None,None,None,None
ZTF21aazoger,SN Ia,None,IDXERROR,SN Ia,None,None,None,None,None,SN Ia
ZTF21aazogfv,None,SN II,None,SN II,None,None,SN II,None,SN Ia,SN II
ZTF21aazphga,None,None,None,None,SN Ia,None,SN Ia,SN Ia,None,None
ZTF21aazqkeq,None,SN II,SN Ia,None,None,None,None,SN Ia-91T-like,None,None
ZTF21aazqmfh,SN Ia,None,None,None,SLSN-II,SN Ia,None,None,None,None
ZTF21aazqtor,None,None,None,None,None,None,None,None,None,SN Ic-BL
ZTF21aazrgtw,None,None,SN Ia,None,None,None,None,None,None,None
ZTF21aazrhhj,None,SLSN-I,None,None,None,None,None,None,None,None
ZTF21aazrzhj,None,None,None,None,None,SN Ia,SN Ia,None,None,None
ZTF21aazvrjy,None,SN II,None,SN Ib-pec,None,SN Ia,SN Ia,None,SN Ia,SN II
ZTF21aazwbpt,SN II,None,None,SN Ia,None,None,SN II,SN II,None,SN Ia
ZTF21aazwczw,None,None,None,SN Ia,None,None,SN Ia,None,SN Ia,None
ZTF21aazxxtq,None,None,SN II,None,None,SN Ia,None,None,None,SLSN-I
ZTF21aazybea,None,None,SN II,None,None,None,None,None,None,None
ZTF21aazybnu,None,None,SN Ia,None,None,None,SN II,None,None,None
ZTF21aazybsh,None,None,None,None,SLSN-I,None,None,None,None,None
ZTF21aazycgs,SN Ia,SN Ia,None,None,None,None,None,None,SN Ia,None
ZTF21aazyiml,None,None,None,None,None,None,None,None,SN Ia,None
ZTF21abadfmr,SLSN-I,None,None,None,None,None,SN Ia,None,None,None
ZTF21abadowv,None,None,None,None,None,None,SN Ia,SN II,None,None
ZTF21abaeiei,None,None,None,None,None,None,None,None,None,SN Ia
ZTF21abaevgu,SN Ia,SN IIP,None,None,None,None,None,None,None,SN Ia
ZTF21abainqp,SN Ia,None,SN II,SN Ia,None,None,SN Ia,None,None,None
ZTF21abaiono,None,None,None,None,SN Ia,None,None,SN Ia,SN Ia,None
ZTF21abajsgi,None,None,None,None,None,SN Ia,None,None,None,SN Ia
ZTF21abalkop,None,SN Ia,None,None,None,SN Ia,None,SN Ia,None,SN Ia
ZTF21abalnud,None,SN Ia,SN Ia,None,None,None,None,SN Ia,SN II,None
ZTF21abameyr,None,None,None,None,SN Ia,None,None,None,None,None
ZTF21abamwbs,None,None,None,None,None,None,None,SN Ia,SN Ia,None
ZTF21abanfaz,None,SN Ia,None,None,SN Ia,None,None,None,None,None
ZTF21abapyjt,None,SN Ia,None,None,None,None,SN Ia,None,None,None
ZTF21abaqynj,SN Ia,None,None,SN Ib,None,SN Ia,None,None,None,SN Ia
ZTF21abarhvu,None,None,None,SN II,None,SN II,SN Ia,None,None,SN Ia
ZTF21abasfoz,SN Ia,None,None,None,None,SN Ia,None,SN Ia,None,SN Ia
ZTF21abasghc,None,None,None,None,SN Ia,None,None,SN Ia,SN Ia,None
ZTF21abasjcd,None,SN Ia,None,None,None,None,None,None,None,None
ZTF21abasxdp,None,SN Ia,None,None,None,None,None,None,None,SN II
ZTF21abathls,None,None,None,None,SN II,SN Ia,None,None,None,None
ZTF21abatolf,None,None,None,None,None,SN Ia,None,None,None,None
ZTF21abauklq,None,None,None,None,SN Ia,None,None,SN Ia,SN Ia,SN Ia
ZTF21abaulsw,None,None,None,SN II,None,None,None,SN IIb,None,None
ZTF21abavutw,None,None,None,None,None,None,None,None,None,None
ZTF21abavzkn,None,None,SN Ia,None,SN II,None,None,None,None,None
ZTF21abavzmz,None,None,None,None,None,None,SN Ia,None,None,None
ZTF21abawmyd,SN Ia,None,None,SN II,SN Ia,SN Ia,None,SN II,None,None
ZTF21abawosy,None,None,None,None,None,SN Ia,None,SN Ib-pec,None,None
ZTF21abawvdc,None,SN Ia-91bg-like,SN Ia,SN Ia,None,None,None,None,None,None
ZTF21abaxnuw,SN Ia,None,None,None,None,None,None,SN Ia,None,SN Ia
ZTF21abayclq,None,SN II,None,None,SN Ia,SN Ia,SN Ia,SN Ia,None,None
ZTF21abbaerh,None,SN Ia,SN Ia,None,None,None,None,None,None,None
ZTF21abbdueg,None,None,None,None,None,None,SN Ia,None,None,None
ZTF21abbephi,None,SN Ia,None,SN Ia,None,SN IIn,None,None,None,SN Ia
ZTF21abbewsz,None,None,SN Ia,SN Ia,None,None,None,None,SN IIn,None
ZTF21abbfjza,SN Ia,None,SN Ia,SN Ia,None,SN Ia,None,SN Ia,None,None
ZTF21abbgaly,SN Ia,SN I,None,None,None,None,SN Ic,None,None,None
ZTF21abbghvc,SN Ia,None,None,None,None,None,None,SN Ia,None,None
ZTF21abbgtcy,SN Ia,None,None,None,SN Ia,None,None,SN II,None,SN Ia
ZTF21abbgxbq,SN Ia,None,None,SN Ia,None,None,SN Ib-pec,None,SN Ia,None
ZTF21abbjybk,None,SN II,None,SN II,None,SN Ia,None,SN II,None,SN Ia
ZTF21abbkefe,SN Ia,None,SN Ib,SN Ia-91T-like,None,SN Ia-CSM,SN Ia,SN Ia,None,None
ZTF21abbkglo,None,None,SN IIP,None,None,None,SN Ia,None,SN Ia,None
ZTF21abbkvrt,None,None,None,None,SN Ia-91T-like,None,None,None,None,None
ZTF21abbliav,None,None,SN Ia,SN Ia,None,None,None,None,SN II,SN Ia
ZTF21abbohfy,None,None,None,None,None,None,None,None,None,SN Ia
ZTF21abboibr,SN Ia,None,None,SN Iax[02cx-like],SN Ia,SN Ia,None,None,None,None
ZTF21abbquja,None,None,SN Ia,None,SN Ia,None,None,None,SN Ia,None
ZTF21abbsboz,SN II,None,SN Ia,None,SN Ia,None,None,None,SN Ia,SN Ia
ZTF21abbuuno,SN Ia,None,SN Ia,None,None,SN Ia,None,None,SN II,None
ZTF21abbuvew,None,SN Ia,SN Ia,None,SN II,None,None,None,None,SN II
ZTF21abbuxfm,None,None,None,None,None,None,None,SN Ia,None,SN II
ZTF21abbvzrd,SN Ia-91T-like,None,None,None,None,None,None,None,SN Ia,None
ZTF21abbwajr,None,None,SN Ia,None,None,None,None,None,None,None
ZTF21abbwbja,SN Iax[02cx-like],None,None,None,None,SN Ia,None,SN Ia,SN Ia,SN Ia
ZTF21abbwkrc,SN Ia,None,SN Ib,None,None,None,SN Ia,None,SN Ic,None
ZTF21abbwwue,None,None,SN Ia,None,None,None,SN IIn,None,None,None
ZTF21abbxdcm,SN Ia,None,None,None,None,None,SN II,None,None,None
ZTF21abbybbx,None,None,None,None,None,None,None,None,None,SN Ia
ZTF21abbyhvw,SN Ia,None,None,None,SN Ia,None,SN Ia,SN II,None,SN Ia
ZTF21abbytmm,None,SN Ia,None,None,None,None,None,SN IIn,SN Ia,None
ZTF21abbzczm,None,SN Ia,SN Ia,None,None,SN Ia,None,None,None,None
ZTF21abbzjeq,None,None,None,SN IIn,SN Ia,None,None,None,None,SN II
ZTF21abbzncx,None,None,None,None,None,None,SN Ia,None,None,None
ZTF21abbzqvv,None,SN Ia,None,None,SN II,None,SN Ia,None,SN Ia,None
ZTF21abcamge,SN Ia,None,SN Ia,SN Ia,None,None,None,SN Ia,None,CV
ZTF21abcbqfs,None,None,SN Ia,None,None,None,None,None,None,SN Ia
ZTF21abccfey,None,None,None,None,SN II,SN Ia,SN Ia,None,None,None
ZTF21abcdhvh,None,None,None,None,SN Ia,None,SN II,SN IIn,None,None
ZTF21abcemzh,None,None,None,None,SN II,None,None,SN II,SN Ia,None
ZTF21abcfgub,None,None,None,None,None,SN II,None,None,SN Ia-91T-like,SN Ia
ZTF21abcfgwv,None,None,SN Ia,SN Ia,None,SN Ia,None,None,None,SN II
ZTF21abcfipt,None,None,None,None,None,None,None,None,SN Ia,None
ZTF21abcfkvr,SN Ib,None,None,None,SN Ia,None,SN Ia,None,SN IIb,None
ZTF21abcfnqc,SN Ia,None,None,SN Ia,None,SN Ia,SN Ia,SN Ia,None,None
ZTF21abcfnuk,None,SN Ia,None,None,None,None,None,SN Ia,SN Ia,None
ZTF21abcfobn,SN Ia,None,SN Ia,None,None,SN Ia,SN I,None,SN Ia,None
ZTF21abcgjpw,SN Ic-BL,None,None,None,SN II,None,None,SN IIn,SN Ic,None
ZTF21abcgnql,None,None,None,None,None,None,None,None,SN II,None
ZTF21abcgxwy,SN II,SN Ia,None,None,SN Ia,SN IIb,None,SN Ia,SN Ia,None
ZTF21abcgyvu,None,SN Ia,SN Ia-91bg-like,None,None,TDE,None,None,None,SLSN-II
ZTF21abchdql,SN II,SN Ia,None,SN Ia,None,None,None,SN II,SN Ia,None
ZTF21abchjer,None,SN Ia,SN Ia,None,None,None,None,AGN,SN Ia,None
ZTF21abciaqq,None,None,None,None,SN Ia,None,None,None,None,None
ZTF21abcixor,None,None,None,None,None,SN Ia,None,None,SN II,SLSN-II
ZTF21abcjbbp,None,None,None,None,SN Ia,None,None,SN Ia,SN I,None
ZTF21abcjpnm,None,SN Ia,None,None,None,SN Ia,None,SN Ia,SN II,None
ZTF21abcjuzt,None,SN Ia,None,None,None,None,None,None,SN II,None
ZTF21abclont,SN Ia,SN Ia,None,None,None,None,None,None,None,None
ZTF21abclpqb,None,None,None,None,SN Ia,None,None,None,None,None
ZTF21abclrso,None,SN II,None,None,SN Ia,SN Ia,None,None,None,SN Ia
ZTF21abclsne,None,SN Ia,None,None,None,None,None,None,None,SN Ib-pec
ZTF21abcltia,None,None,None,None,None,None,None,None,TDE,None
ZTF21abcmepi,None,None,None,None,SN Ia,None,SN Ia,None,None,SN Ia
ZTF21abcmfax,None,TDE,None,None,None,SN Ia,None,None,None,None
ZTF21abcmflg,None,None,None,SN Ia,SN Ia,None,None,None,SN II,None
ZTF21abcmhms,SN II,None,SN Iax[02cx-like],None,None,None,None,SN IIn,None,None
ZTF21abcmkbe,None,None,None,None,None,None,None,SN Ia,None,None
ZTF21abcmmdl,SN Ia,SN Ia,None,None,SN Ia,None,None,None,None,SN Ia-91T-like
ZTF21abcmoqz,SN Ia,None,SN Ia,None,SN II,None,SN Ia-91T-like,None,None,None
ZTF21abcmrkh,None,None,None,None,None,None,SN Ia,None,None,None
ZTF21abcmtev,None,None,None,None,SN II,None,SN Ia,None,None,SN Ia
ZTF21abcnhum,None,None,SN I,None,None,None,None,TDE,None,None
ZTF21abcnkbe,None,SN Ia,None,None,None,None,None,None,None,None
ZTF21abcnpnk,None,SN Ia,SN Ic,None,None,None,SN Ia,SN Ic,None,None
ZTF21abcnqhs,None,None,SN Ia,None,SN Ia,None,None,SN Ia,None,None
ZTF21abcomqo,None,SN Ia,None,None,None,None,SN Ia,None,SN Ia,None
ZTF21abcoodb,None,None,SN Ia,None,None,None,None,None,SN Ic-BL,SN Ia
ZTF21abcoqqt,None,SN II,None,None,SN Ia,None,None,SN Ia,None,SN Ia
ZTF21abcosna,None,SN Ia-91T-like,None,None,None,None,SN Ia,SN Ia,None,None
ZTF21abcotpo,None,None,None,SN Ia-91T-like,None,None,None,SN Ia,None,None
ZTF21abcouig,None,SN IIn,None,SN Ia,SN II,SN Ia,None,None,None,SN Ia
ZTF21abcoulr,None,None,None,SN Ib,SN Ia,None,None,SN IIb,SN Ia,None
ZTF21abcounq,None,SN Ia,None,None,None,Other,SN IIb,None,SN Ia,SN Ia
ZTF21abcouoa,None,None,None,None,SN Ia,None,None,None,None,SN Ia
ZTF21abcovsg,None,None,None,None,None,None,None,None,None,SN Ia
ZTF21abcowbx,None,SN Ia,None,None,None,None,SN II,None,None,SN Ia
ZTF21abcpaus,SLSN-I,None,None,None,None,None,SN Ia,None,None,None
ZTF21abcpbjj,None,None,None,None,SN Ia,None,SN Ia-91T-like,None,SN Ib,None
ZTF21abcpcgi,SN Ia,None,SN Ia,None,SN Ia,None,None,SN Ia,None,SN Ia
ZTF21abcpnwz,None,None,None,SN Ia-91bg-like,None,None,None,None,None,None
ZTF21abcprql,None,None,None,SN II,SN Ia,None,SN IIb,SN Ia,None,SN Ia
ZTF21abcpsjy,None,None,None,None,None,SN Ia,None,SN Ia,None,None
ZTF21abcptwm,None,None,SN Ia,None,None,None,None,SN Ib,None,SN II
ZTF21abcrhpk,None,SN Ia,None,SN II,SN II,None,SN II,None,SN Ia,SN Ia
ZTF21abcryrb,None,None,None,SN Ibn,None,None,None,None,SN Ia,SN Ia
ZTF21abcsbnb,None,None,None,None,None,None,None,SN Ia,SN Ia,SN Ia
ZTF21abcscqa,None,None,None,SN Ia,None,None,None,None,None,None
ZTF21abcsulq,None,None,None,SN Ia,None,None,None,SN Ia,TDE,SN Ia
ZTF21abcsyrz,None,None,None,None,None,None,SN Ia,None,None,SN Ia
ZTF21abctfpg,None,None,None,None,None,None,None,None,None,None
ZTF21abctgpz,None,SN Ib,None,None,None,None,None,None,CV,None
ZTF21abctgsv,None,None,None,None,None,None,None,None,None,None
ZTF21abcthap,None,SN Ia,None,None,None,None,SN Ia,None,SN Ia,None
ZTF21abcthgv,SN Ia,None,None,None,SN Ia,SN Ia,SN Ia,None,None,None
ZTF21abctjmq,SN Ia,None,None,None,None,None,None,None,None,None
ZTF21abctjpr,None,None,None,None,None,None,SN Ia,None,None,None
ZTF21abctjuo,None,None,None,SN Ia-91bg-like,SN Ia,None,SN Ia,SN Ia,None,None
ZTF21abctlxs,None,None,None,None,None,None,None,None,None,SN Ia
ZTF21abctmnb,None,SN Ia,None,None,None,SN IIn,None,SN II,None,SN Ia
ZTF21abctnoh,None,None,None,None,SN Ia-91T-like,SN Ia,None,None,None,None
ZTF21abctoxu,None,None,None,None,SN Ibn,None,SN Ia,None,None,None
ZTF21abctozs,None,None,None,None,None,None,None,None,None,None
ZTF21abctpag,None,None,SN Ia,None,None,None,None,SN Ia,SN IIb,SN Ia
ZTF21abctrmb,None,SN Ia,None,None,None,None,None,None,None,SN Ia
ZTF21abcudhu,None,None,None,None,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia-91T-like
ZTF21abcujiu,None,SN Ia-91bg-like,None,None,None,None,SN Ia-91T-like,None,None,None
ZTF21abculew,None,SN Ia,None,None,None,SN Ia,None,SN Ia,SN Ia,None
ZTF21abcuqyj,None,None,None,None,None,SN Ia,None,None,None,None
ZTF21abcurvf,None,None,None,None,None,None,None,None,None,None
ZTF21abcvhiw,None,SN Ia,None,None,SN Ia,None,None,None,None,None
ZTF21abcwnub,None,None,SN Ia,None,SN Ia,None,None,None,None,None
ZTF21abcwoep,None,None,None,SN Ia,None,None,None,None,None,None
ZTF21abcwssj,None,None,CV,None,None,None,None,SN Ia,SN Ia,None
ZTF21abcwsws,None,None,None,None,SN Ia,None,None,SN Ia,SN Ia,None
ZTF21abcwtye,None,SN Ia,None,None,None,None,None,None,SN Ia,SN Ia
ZTF21abcwulm,SN Ia,None,None,None,None,SN IIb,SN Ia-pec,None,None,None
ZTF21abcxesg,SN II,None,None,None,None,None,SN Ia,None,None,None
ZTF21abcxfhj,SN Ia,None,None,None,SN Ia,None,None,None,SN Ia,None
ZTF21abcxhvn,None,None,None,None,SN II,None,None,None,None,None
ZTF21abcyiwo,SN II,None,None,None,SN Ia-91T-like,None,None,None,SN IIn,None
ZTF21abcyzzi,None,None,None,None,SN Ia,None,None,None,None,None
ZTF21abczimc,None,SN Ia,None,None,None,None,None,None,None,None
ZTF21abczjhy,None,None,None,None,None,SN Ia,None,SN IIn,None,None
ZTF21abczysk,SN Ia,SN Ia,SN II,None,None,None,None,None,None,None
ZTF21abdahai,None,None,None,None,None,SN IIb,None,None,None,SN II
ZTF21abdauiq,None,None,None,None,SN Ia,None,None,None,None,None
ZTF21abdaxai,SN Ia,None,None,None,None,None,None,None,None,None
ZTF21abdbync,None,None,None,None,None,None,None,SN Ia,None,None
ZTF21abdcauj,None,SN Ia,None,None,SN Ia,SN Ia,SN Ia,None,None,None
ZTF21abdcazo,None,None,SN Ia-91T-like,None,None,SN Ia,None,SN Ia,None,SN Ia
ZTF21abddppl,None,None,None,SN Ia,None,None,None,None,None,None
ZTF21abdfdwi,None,None,None,None,None,None,None,None,SN Ia,None
ZTF21abdflcm,None,None,None,None,None,None,None,SN Ia-91T-like,None,None
ZTF21abdfqdp,None,SN Ia,SN Ia,None,None,SN Ia,SN Ia,None,SN Ia,None
ZTF21abdfrxg,None,None,None,None,None,None,None,None,None,None
ZTF21abdfsbz,None,None,SN Ib,None,None,SN Ia,None,None,None,None
ZTF21abdfyat,None,SN Ia,None,None,SN Ia,None,None,None,None,None
ZTF21abdfzzv,None,None,None,SN Ia,None,None,None,None,None,None
ZTF21abdgbie,None,None,SN Ia-91bg-like,IDXERROR,SN Ibn,SN Ia,None,None,None,None
ZTF21abdgrfz,SN Ib,None,None,SN II,None,None,None,None,None,SN II
ZTF21abdhakc,None,None,None,None,None,SN Ia,None,None,None,None
ZTF21abdhbrh,None,None,None,SN Ia,None,None,None,None,None,None
ZTF21abdiilh,None,None,None,None,None,SN IIn,None,None,None,SN Ia
ZTF21abdirbu,SN Ia,None,None,None,None,SN Ia,SN Ib,None,None,None
ZTF21abdkojo,SN Ia,None,None,None,None,None,None,None,SN Ia,None
ZTF21abdleps,SN Ia,None,None,SN Ia-91bg-like,None,None,None,None,None,SLSN-II
ZTF21abdlgcq,SN Ia,None,None,None,None,None,None,None,None,None
ZTF21abdllvi,SN Ia,None,None,None,None,None,None,None,None,None
ZTF21abdlrpr,None,None,None,None,TDE,SN Ia,None,None,None,None
ZTF21abdlyrc,None,None,None,None,None,SN Ia,None,None,None,SN IIP
ZTF21abdosld,None,None,None,None,SN II,SN Ia,SN Ia,None,None,SN IIP
ZTF21abdpgua,None,SN Ia,SN Ia,None,None,None,None,None,SN Ia,None
ZTF21abdpios,None,None,None,None,None,SN Ia,None,None,None,None
ZTF21abdpjgu,SN Ia,None,None,None,SN IIn,SN Ia,None,None,None,None
ZTF21abdpokc,None,None,SN Ia,None,None,None,None,None,None,None
ZTF21abdpopq,None,None,None,None,None,None,None,None,None,SN Ia
ZTF21abdrzvg,None,None,None,None,None,None,None,None,None,None
ZTF21abdskub,None,None,None,None,SN Ia-91T-like,SN Ia,None,SN Ia,None,None
ZTF21abdthxn,None,None,None,SN Ia,None,SN Ia,None,None,None,None
ZTF21abdtiop,SN Ia,None,None,None,SN Ia,None,None,None,None,None
ZTF21abdtkdc,None,SN Ia,None,SN Ia,None,None,None,None,None,SN Ia
ZTF21abduhvf,None,SN II,None,None,None,SN II,None,SN Ia,None,SN Ia-91bg-like
ZTF21abduyhy,SN Ib/c,None,None,None,SN Ia,None,None,None,None,SN Ic-BL
ZTF21abdvasa,None,None,None,None,SN Ia,None,None,None,None,None
ZTF21abdvaxe,SN Ic-BL,None,None,None,None,None,None,None,None,SN Ia
ZTF21abdwjhp,SN IIn,None,None,None,None,None,SN Ia,SN IIb,None,None
ZTF21abdwpzy,None,None,SN IIn,None,SN II,None,None,None,SN Ia,None
ZTF21abdxhgv,None,None,SN II,None,SN Ia,None,None,None,None,None
ZTF21abdznet,None,SN Ia,None,None,None,SN Ia,SN Ia,SN II,SN Ia,None
ZTF21abeafwt,None,None,None,None,None,None,SN Ia,None,None,None
