,ann=0_ztfid,ann=1_ztfid,ann=2_ztfid,ann=3_ztfid,ann=4_ztfid,ann=5_ztfid,ann=6_ztfid,ann=7_ztfid,ann=8_ztfid,ann=9_ztfid,ann=0_d,ann=1_d,ann=2_d,ann=3_d,ann=4_d,ann=5_d,ann=6_d,ann=7_d,ann=8_d,ann=9_d,ann=0_has_tns,ann=1_has_tns,ann=2_has_tns,ann=3_has_tns,ann=4_has_tns,ann=5_has_tns,ann=6_has_tns,ann=7_has_tns,ann=8_has_tns,ann=9_has_tns,ann=0_tns_cls,ann=1_tns_cls,ann=2_tns_cls,ann=3_tns_cls,ann=4_tns_cls,ann=5_tns_cls,ann=6_tns_cls,ann=7_tns_cls,ann=8_tns_cls,ann=9_tns_cls,ann=0_spec_z,ann=1_spec_z,ann=2_spec_z,ann=3_spec_z,ann=4_spec_z,ann=5_spec_z,ann=6_spec_z,ann=7_spec_z,ann=8_spec_z,ann=9_spec_z
322,ZTF18acejcjh,ZTF18acwyzzl,ZTF19abvqtsj,ZTF20aapqsmg,ZTF19aaaplnk,ZTF18abmoflr,ZTF21aahdeii,ZTF19abrntzj,ZTF18abotthu,ZTF19accpgiz,0.0,42.108,45.167,45.2918,45.368,45.4512,46.8722,47.7747,48.4591,49.9714,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
323,ZTF18acejgrz,ZTF21aaeolbz,ZTF21aayqrgx,ZTF18acvgwbt,ZTF20acoykif,ZTF21aaeoxfd,ZTF21aagtcvb,ZTF21aaribeh,ZTF20abxyims,ZTF18aajawol,0.0,46.3691,47.5388,48.1259,49.4733,49.5321,50.0895,50.2845,50.9402,51.6446,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,SN Ib,None,SN Ia,SN Ia,None,None,None,None,-99.0,-99.0,0.033,-99.0,0.086,0.08,-99.0,-99.0,-99.0,-99.0
324,ZTF18acejmzn,ZTF19abjpein,ZTF18acubbxv,ZTF19aansypp,ZTF20aaobybk,ZTF18acxcjut,ZTF20acrbphj,ZTF20acpzend,ZTF19abrejwv,ZTF19aayvowe,0.0,28.908,39.8656,40.9382,41.3346,41.7637,41.8563,42.1815,42.6164,42.6221,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
325,ZTF18aceokyk,ZTF18aaygaoa,ZTF18absrdom,ZTF18accfxnn,ZTF18aavsoed,ZTF18abtxokd,ZTF20abzhmic,ZTF18abcmrqo,ZTF19abdlbna,ZTF19acyxmbd,0.0,66.0594,71.9671,72.7799,74.0274,74.0775,74.8338,76.481,80.1911,83.0063,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
326,ZTF18acepbxq,ZTF21aahpakt,ZTF21aamgrtx,ZTF21aadawov,ZTF21abjwlri,ZTF20acpxtgl,ZTF21abvdyoj,ZTF20acxjekh,ZTF20aciqtvg,ZTF20aamvxwh,0.0,54.7599,59.3568,60.3848,61.4017,61.406,61.4511,62.4844,63.0527,63.404,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,SN Ia,None,None,None,SN Ia,None,None,None,-99.0,-99.0,0.0444,-99.0,-99.0,-99.0,0.112,-99.0,-99.0,-99.0
327,ZTF18acepfmz,ZTF18adbhlyb,ZTF18aaivzrf,ZTF20aaivkdw,ZTF19abjplpg,ZTF18aaqdemd,ZTF20acjhyto,ZTF19abfveci,ZTF19acewfeq,ZTF21aautzfa,0.0,38.1052,38.6308,40.0151,41.3454,41.5032,41.7733,42.2339,42.3714,42.5308,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
328,ZTF18acepswl,ZTF20acwnmks,ZTF20acpziet,ZTF18abgkmik,ZTF21aaaybsh,ZTF20abznlzl,ZTF21aarxbbb,ZTF21aaisuss,ZTF21acaesmz,ZTF21aajswnl,0.0,71.5614,75.8517,76.1101,76.1291,76.7432,76.858,78.4102,78.7421,79.0098,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
329,ZTF18acepuyx,ZTF20acfxpec,ZTF21aaphpor,ZTF21abulckh,ZTF20acovuwj,ZTF20acvczmt,ZTF18aarnbcc,ZTF20aadxqvl,ZTF21abcujiu,ZTF21aauahkg,0.0,48.091,54.3452,54.3811,54.3973,55.0882,56.2593,56.8369,57.0849,57.092,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
330,ZTF18acepxke,ZTF20acumekm,ZTF20abrxhqk,ZTF20acjpbni,ZTF21abasxdp,ZTF18abrfccm,ZTF20acpprmy,ZTF18aczdtac,ZTF21aatvcwp,ZTF19aagvzfy,0.0,58.6753,59.6844,60.7556,63.7347,63.9462,64.8123,64.8427,66.34,66.4752,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,SN Ia,None,None,SN Ia,SN Ia,SN Ia,None,None,None,-99.0,0.057,-99.0,-99.0,0.07,0.1,0.08,-99.0,-99.0,-99.0
331,ZTF18aceqcag,ZTF21acculro,ZTF20acowbwp,ZTF20acinads,ZTF21abdtiop,ZTF21aaqqjyd,ZTF20acgqvwa,ZTF18acnbbvk,ZTF21aaqkkfh,ZTF21aajvuzg,0.0,48.1879,50.079,54.195,54.5851,54.6805,54.8508,54.9044,55.3004,56.4608,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
332,ZTF18aceqesk,ZTF20acuxlgx,ZTF21aahpoxv,ZTF21aayrkfv,ZTF21aaluiam,ZTF21abqllyn,ZTF21aarteco,ZTF21aaxwmty,ZTF21aagkzxe,ZTF21aaiarmq,0.0,47.4224,48.0072,48.0806,48.6244,49.5818,50.9032,51.2762,51.4178,51.7838,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
333,ZTF18aceqrwz,ZTF19abxnvvt,ZTF20aaobybk,ZTF21aaifwnh,ZTF20acwqitw,ZTF18aaivzrf,ZTF19acewfeq,ZTF21aalklsu,ZTF21aareaen,ZTF21aaaovmr,0.0,37.7947,39.3609,40.9258,43.2361,43.285,45.109,45.8224,45.9463,46.2388,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
334,ZTF18acervio,ZTF20acxfdjs,ZTF21abavutw,ZTF21abenfxq,ZTF20acxtfat,ZTF21abdgrfz,ZTF21aaiapvf,ZTF20achqqhe,ZTF21abyjdbo,ZTF21absnilo,0.0,50.7933,52.9257,54.922,55.5951,56.1236,57.1753,57.2387,57.9726,58.6985,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
335,ZTF18acetttq,ZTF19abvqtsj,ZTF19aasfdxu,ZTF19aaojhii,ZTF19aalfali,ZTF19aaflsla,ZTF21aadaxgv,ZTF18aabtkwb,ZTF20aajcbze,ZTF19acewfeq,0.0,44.5604,44.8774,46.1188,46.1912,46.2667,46.4504,46.9381,47.6938,48.1267,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
336,ZTF18aceuqwp,ZTF20aajcbze,ZTF18adbhlyb,ZTF19abdlbna,ZTF18abhpdpk,ZTF19aaiodet,ZTF18abbpatw,ZTF20aaivkdw,ZTF19aavxsdx,ZTF18absrdom,0.0,37.0118,37.5256,38.2421,42.1734,42.9333,43.854,43.872,44.6338,45.1088,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
337,ZTF18acevdkl,ZTF18aakbuks,ZTF20acopavl,ZTF20acflmyv,ZTF20achkmlh,ZTF21aaadamr,ZTF20aciidkb,ZTF20acpkzxq,ZTF21aayooxv,ZTF21aalgqsv,0.0,46.053,46.8056,50.4799,53.2992,53.8529,54.3393,54.9824,55.9709,56.0052,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,SN Ia,None,None,SN Ia,SN Ia,None,SN Ia,-99.0,-99.0,-99.0,0.103,-99.0,-99.0,0.12,0.09,-99.0,0.079358
338,ZTF18aceyznh,ZTF19aansypp,ZTF18aaxvddj,ZTF21aapvvtb,ZTF19abjpein,ZTF21abepiqg,ZTF20aaifyfd,ZTF18aczerfw,ZTF21abpvxke,ZTF21aaxvnwd,0.0,41.9794,43.2002,44.2776,45.4737,45.971,46.5276,46.9039,47.0584,47.393,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,TDE,None,None,None,None,None,None,-99.0,-99.0,-99.0,0.358,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
339,ZTF18acfkghu,ZTF21aaaroyw,ZTF20acymtcs,ZTF21aarounv,ZTF21aackkyb,ZTF19aacwjfb,ZTF21ackhddc,ZTF21aawmrnh,ZTF21aaqyifh,ZTF20acpwpqu,0.0,73.2257,73.9226,74.9443,76.1535,77.5047,78.3857,78.516,78.5169,79.3333,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,SN Ib,SN Ia,None,None,None,SN Ia,None,SN II-pec,None,-99.0,0.0436,0.061062,-99.0,-99.0,-99.0,0.0641,-99.0,0.0185,-99.0
340,ZTF18acgipnc,ZTF18acgjcmb,ZTF18aahfbqp,ZTF18aamxjoa,ZTF20acnznol,ZTF21abkavmp,ZTF19adawxij,ZTF20acpcuwx,ZTF20abwktfx,ZTF21abmdhes,0.0,32.0071,75.3051,84.4543,85.4186,85.7275,87.9367,89.3207,90.125,91.9547,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,SN Ia,None,SN Ia,SN Ia,None,SN Ia,SN Ia,SN Ia,-99.0,-99.0,0.041362,-99.0,0.032312,0.0366729982,-99.0,0.05,0.027035,0.04
341,ZTF18acgjcmb,ZTF18acgipnc,ZTF18aahfbqp,ZTF18abotthj,ZTF18aamxjoa,ZTF20abwktfx,ZTF20acnznol,ZTF18aansqom,ZTF21abkavmp,ZTF19adawxij,0.0,32.0071,84.3347,90.2213,91.6707,92.8452,93.5622,96.6903,96.7071,98.1333,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,SN Ia,None,None,SN Ia,SN Ia,SN Ia,SN Ia,None,-99.0,-99.0,0.041362,-99.0,-99.0,0.027035,0.032312,0.03,0.0366729982,-99.0
342,ZTF18acgvlpv,ZTF19aaoprhs,ZTF18acdzehd,ZTF18aaqqukd,ZTF18abbpatw,ZTF19acfwxep,ZTF21aazgkjf,ZTF19aasfzvo,ZTF18adbhlyb,ZTF19aawgczv,0.0,45.1652,46.5853,46.8807,47.0775,47.65,49.2289,49.7022,50.4459,51.3336,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,SN IIn,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.142,-99.0,-99.0,-99.0
343,ZTF18achoord,ZTF21aaxsxui,ZTF20acowsyj,ZTF21abxvjen,ZTF20acxbbru,ZTF20acmktxr,ZTF21aazybnu,ZTF21aakfqwq,ZTF20acjomyc,ZTF21abmxifp,0.0,49.6571,51.1089,52.5918,52.9264,53.0045,53.5482,53.7731,55.1032,55.4656,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
344,ZTF18acmwzay,ZTF20acxbbru,ZTF20acjhyto,ZTF21achawrf,ZTF21abqqbgq,ZTF21aaadroe,ZTF18abcmzmu,ZTF20aaivkdw,ZTF21aagtgoj,ZTF21abrsann,0.0,54.4656,56.27,58.2254,58.3606,58.4405,59.2749,59.8105,59.8665,59.9188,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
345,ZTF18acmyjdf,ZTF18adbilfv,ZTF18abcmrqo,ZTF18acueutt,ZTF18aceuqwp,ZTF20aajcbze,ZTF19abbyapw,ZTF18aaqqukd,ZTF20abpuxlo,ZTF21aarnsbd,0.0,57.5049,60.0457,65.2378,66.5741,66.5899,69.3448,70.8851,73.5027,73.6544,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
346,ZTF18acmzhmp,ZTF20acyxomd,ZTF18aaqrmuk,ZTF21aaqyckv,ZTF20acnvlwg,ZTF20acxbicc,ZTF20acoxudw,ZTF20aclgnds,ZTF21aayzjne,ZTF18aawpqgd,0.0,52.7258,52.7935,55.1163,56.1771,56.4566,57.7808,57.9077,58.8576,59.0977,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,SN Ia,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.08,-99.0,-99.0
347,ZTF18acmzsvn,ZTF18abbvpla,ZTF18abxbnvq,ZTF20aclnqle,ZTF21aaaxtxr,ZTF18acrhegn,ZTF20acxtayx,ZTF19abeghku,ZTF20acxtdcm,ZTF20acbepdx,0.0,60.194,60.3888,60.4636,61.0533,61.483,63.6346,63.894,64.2723,64.3699,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,SLSN-II,None,None,None,None,SN II,None,-99.0,-99.0,-99.0,0.1465,-99.0,-99.0,-99.0,-99.0,0.045,-99.0
348,ZTF18acmzvqx,ZTF20actlvpy,ZTF20acptyge,ZTF21abwpkmy,ZTF19aacxvyw,ZTF21aamgdlb,ZTF18acdzins,ZTF20acqcptp,ZTF21aaqymzc,ZTF21aakhofp,0.0,59.2423,64.1042,64.5307,64.7042,66.1418,66.5312,66.7822,66.8394,67.5912,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,SN Ia,None,None,None,None,None,None,None,None,-99.0,0.11,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
349,ZTF18acnbbvk,ZTF20abqgrht,ZTF20acxxwun,ZTF21aasvzyi,ZTF21aaujuqq,ZTF21aabyoxv,ZTF18aceqcag,ZTF21abdtiop,ZTF21aaypsco,ZTF20accxshs,0.0,48.7045,48.9841,50.7368,52.5296,54.5183,54.9044,55.811,56.1095,57.543,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
350,ZTF18acnbfuz,ZTF21aatlfdp,ZTF20achtpbn,ZTF21aamxdns,ZTF20acxtdcm,ZTF18acsowfw,ZTF21aauakph,ZTF21aaqgsft,ZTF21aagshha,ZTF21aarteuc,0.0,38.2014,40.6987,42.3914,42.5227,42.7791,43.548,45.8858,46.0296,46.0993,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,SN Ia,None,SN II,None,None,None,None,None,-99.0,-99.0,0.1,-99.0,0.045,-99.0,-99.0,-99.0,-99.0,-99.0
351,ZTF18acnbgrj,ZTF20acpkgqd,ZTF20acaazkt,ZTF18acvwcmd,ZTF20acwpibn,ZTF18aawsfbk,ZTF21aaxzbrn,ZTF20ackdkva,ZTF20acxbskl,ZTF20abowque,0.0,41.1759,42.313,44.1348,44.7009,46.5573,46.7748,47.1617,47.8982,47.9402,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,SN Ia,SN Ia,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.07,0.11,-99.0,-99.0
352,ZTF18acnbpmd,ZTF20abnorit,ZTF21aanefkx,ZTF20aclyszf,ZTF21aaaokyp,ZTF21aaasxel,ZTF20aauvhab,ZTF20aclnqle,ZTF21aapfncm,ZTF20abowque,0.0,40.4705,41.3938,42.7451,42.9816,44.6559,44.8938,45.143,45.6964,45.7915,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,SLSN-II,None,TDE,SN Ia,None,SLSN-II,None,None,-99.0,-99.0,0.26,-99.0,0.19,0.088,-99.0,0.1465,-99.0,-99.0
353,ZTF18acnbqgo,ZTF20acvbrbv,ZTF21aarejss,ZTF21aalkknv,ZTF21abecouz,ZTF21aaujakt,ZTF21aagtceu,ZTF20acoqlav,ZTF21aavrvuj,ZTF21aagbeah,0.0,52.7059,61.8,62.2647,63.6141,64.6307,65.7345,65.7401,65.852,65.963,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,SN Ia-91bg-like,None,None,None,SN Ia,SN Ia,SN Ia,SN II,SN II,-99.0,0.05,-99.0,-99.0,-99.0,0.0818,0.044665,0.09,0.064,0.04
354,ZTF18acnmquz,ZTF20aclgfji,ZTF20ackobeu,ZTF21abcosna,ZTF20aclnhuo,ZTF21aasgqwv,ZTF21abbgtcy,ZTF20acxyipy,ZTF21aaeolbz,ZTF21aaqxhcq,0.0,53.4659,55.3985,55.399,55.6616,56.7244,58.8606,58.928,59.7319,59.7729,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,SN Ia,None,None,None,None,SN Ia,None,None,-99.0,-99.0,0.1,-99.0,-99.0,-99.0,-99.0,0.13,-99.0,-99.0
355,ZTF18acnmqvh,ZTF21aacvupj,ZTF20acpgpen,ZTF20acxxwun,ZTF20acveyal,ZTF21aaoghvr,ZTF19aaedudt,ZTF20acpkpla,ZTF21abxdcmp,ZTF20acwztut,0.0,46.6657,47.0012,51.2659,53.4667,55.6718,56.8774,57.4448,57.4532,57.5364,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,SN Ia,None,None,None,None,None,SN Ia,SN Ia,None,-99.0,0.0937,-99.0,-99.0,-99.0,-99.0,-99.0,0.068,0.067,-99.0
356,ZTF18acnncve,ZTF20ackijaj,ZTF18abzzfxf,ZTF21aapjjec,ZTF21aayrnqc,ZTF21aarhcpt,ZTF20actvlbq,ZTF21aafmltt,ZTF18acrvldh,ZTF21abfnjya,0.0,49.2759,53.1828,53.5842,54.3019,54.5639,55.312,55.638,55.8452,56.1601,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ib,None,None,None,None,None,SN Ia,None,None,None,0.0445,-99.0,-99.0,-99.0,-99.0,-99.0,0.083038,-99.0,-99.0,-99.0
357,ZTF18acnnfty,ZTF21aaoevvx,ZTF21aauakph,ZTF21aanzmoi,ZTF21aahfjcp,ZTF20acrjdjk,ZTF21aacugya,ZTF21abrxwvv,ZTF21abedvkp,ZTF21aavelfw,0.0,46.1698,46.5439,47.8616,48.4798,48.9913,49.4427,49.9942,50.05,50.7095,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN IIn,None,None,None,None,None,None,SN Ia,SN Ia,None,0.133,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.093,0.13,-99.0
358,ZTF18acnnfup,ZTF20acyxvbz,ZTF19aafllhf,ZTF20aciudwb,ZTF21aayfrjs,ZTF20aclyszf,ZTF19abeghku,ZTF20acxbskl,ZTF21aaasxel,ZTF20acqkagc,0.0,38.9832,41.1386,42.9006,44.8297,45.2638,45.5533,45.9199,46.633,46.6744,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,SN Ia,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.088,-99.0
359,ZTF18acnngyx,ZTF20acwsoaw,ZTF21aafdwls,ZTF18aawkebe,ZTF21abctfpg,ZTF21aapoeow,ZTF20acppruo,ZTF20achjxdt,ZTF21acerczf,ZTF20acmvvhf,0.0,44.1042,50.0296,50.271,51.1282,51.853,51.9339,52.1289,52.2573,52.757,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,SN Ia,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.13,-99.0,-99.0,-99.0
360,ZTF18acpeekw,ZTF20actktut,ZTF21aaeoxfd,ZTF21aakigqr,ZTF21aaphskp,ZTF18adaiunt,ZTF21aaxtpty,ZTF18acrxvsn,ZTF21aaweqit,ZTF21aavrznp,0.0,45.4913,47.0994,47.2705,48.6476,49.785,49.9217,51.9697,52.1295,52.1864,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ic-BL,None,SN Ia,SN II,None,None,None,None,SN II,None,0.094,-99.0,0.08,0.066866,-99.0,-99.0,-99.0,-99.0,0.06,-99.0
361,ZTF18acpeenk,ZTF20acxzlrc,ZTF21aaonmzn,ZTF19aaapgsy,ZTF21aascgqk,ZTF20acymcnb,ZTF21aazhmjt,ZTF20abzqldq,ZTF20acwxgcy,ZTF21aaphwfp,0.0,40.2779,54.5819,63.1547,65.269,66.7267,67.6049,68.2824,68.5504,68.7099,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
362,ZTF18acploez,ZTF18adbadrj,ZTF21aagnxdt,ZTF18aahsuyl,ZTF20acpndmv,ZTF21aahqlbt,ZTF21aaxtpty,ZTF20acpkprl,ZTF21aaphgph,ZTF21aaxxjdr,0.0,47.0716,47.2301,48.0444,48.8057,49.0394,49.2455,50.2995,51.7042,52.6129,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN II,None,None,None,None,None,None,SN Ia,None,None,0.04,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,,-99.0,-99.0
363,ZTF18acpphpi,ZTF21aaxhzru,ZTF21aanyyde,ZTF21aaflzqy,ZTF20acowuix,ZTF20ackrqfi,ZTF20acoxdas,ZTF20achdwmq,ZTF21aamxdns,ZTF21aaoevvx,0.0,47.5503,50.4654,52.603,52.6266,52.9235,53.5073,54.1385,55.0443,55.1515,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,None,None,-99.0,0.07,0.06,0.05,0.09,0.07,0.1,0.06,-99.0,-99.0
